disagg_value,year,value,indicator,disaggregation
Highest,2010,41.523949,Stunting Percent,Income
Highest,2016,31.192007,Stunting Percent,Income
None or primary,2000,63.106113,Stunting Percent,Education
None or primary,2005,,Stunting Percent,Education
None or primary,2010,59.459961,Stunting Percent,Education
None or primary,2016,58.606476,Stunting Percent,Education
Secondary or higher,2000,25,Stunting Percent,Education
Secondary or higher,2005,,Stunting Percent,Education
Secondary or higher,2010,30.264297,Stunting Percent,Education
Secondary or higher,2016,31.324306,Stunting Percent,Education
24-35 months,2000,67.695099,Stunting Percent,Age
24-35 months,2005,,Stunting Percent,Age
24-35 months,2010,66.148514,Stunting Percent,Age
24-35 months,2016,63.585419,Stunting Percent,Age
36-47 months,2000,72.616631,Stunting Percent,Age
36-47 months,2005,,Stunting Percent,Age
36-47 months,2010,64.637581,Stunting Percent,Age
36-47 months,2016,66.37043,Stunting Percent,Age
48-59 months,2000,68.055557,Stunting Percent,Age
48-59 months,2005,,Stunting Percent,Age
48-59 months,2010,63.61158,Stunting Percent,Age
48-59 months,2016,58.779675,Stunting Percent,Age
0-23 months,2000,54.295944,Stunting Percent,Age
0-23 months,2005,,Stunting Percent,Age
0-23 months,2010,47.681484,Stunting Percent,Age
0-23 months,2016,46.057587,Stunting Percent,Age
Both,2000,9.8976116,Wasting Percent,Overall
Both,2005,9,Wasting Percent,Overall
Both,2010,5.9811072,Wasting Percent,Overall
Both,2016,5.093832,Wasting Percent,Overall
Boys,2000,10.867866,Wasting Percent,Gender
Boys,2005,,Wasting Percent,Gender
Boys,2010,6.3222408,Wasting Percent,Gender
Boys,2016,5.572341,Wasting Percent,Gender
Girls,2000,8.9837999,Wasting Percent,Gender
Girls,2005,,Wasting Percent,Gender
Girls,2010,5.6247234,Wasting Percent,Gender
Girls,2016,4.6085162,Wasting Percent,Gender
Urban,2000,7.4866309,Wasting Percent,Location
Urban,2005,,Wasting Percent,Location
Urban,2010,4.8740959,Wasting Percent,Location
Urban,2016,3.0983031,Wasting Percent,Location
Rural,2000,10.081633,Wasting Percent,Location
Rural,2005,,Wasting Percent,Location
Rural,2010,6.0822406,Wasting Percent,Location
Rural,2016,5.2929854,Wasting Percent,Location
Lowest,2000,12.708333,Wasting Percent,Income
Lowest,2005,,Wasting Percent,Income
Lowest,2010,7.8600807,Wasting Percent,Income
Lowest,2016,7.4180217,Wasting Percent,Income
Second lowest,2000,9.8591547,Wasting Percent,Income
Second lowest,2005,,Wasting Percent,Income
Second lowest,2010,6.0383773,Wasting Percent,Income
Second lowest,2016,6.2140455,Wasting Percent,Income
Middle,2000,9.7029705,Wasting Percent,Income
Middle,2005,,Wasting Percent,Income
Middle,2010,5.2498345,Wasting Percent,Income
Middle,2016,4.6675711,Wasting Percent,Income
Second highest,2000,9.0163927,Wasting Percent,Income
Second highest,2005,,Wasting Percent,Income
Second highest,2010,5.3343472,Wasting Percent,Income
Second highest,2016,3.8487971,Wasting Percent,Income
Highest,2000,8.6238537,Wasting Percent,Income
Highest,2005,,Wasting Percent,Income
Highest,2010,5.3529124,Wasting Percent,Income
Highest,2016,2.6924145,Wasting Percent,Income
None or primary,2000,10.179641,Wasting Percent,Education
None or primary,2005,,Wasting Percent,Education
None or primary,2010,5.9733057,Wasting Percent,Education
None or primary,2016,5.3082848,Wasting Percent,Education
Secondary or higher,2000,3.7500002,Wasting Percent,Education
Secondary or higher,2005,,Wasting Percent,Education
Secondary or higher,2010,5.964242,Wasting Percent,Education
Secondary or higher,2016,3.4279115,Wasting Percent,Education
24-35 months,2000,8.7114334,Wasting Percent,Age
24-35 months,2005,,Wasting Percent,Age
24-35 months,2010,4.6915202,Wasting Percent,Age
24-35 months,2016,3.9188061,Wasting Percent,Age
36-47 months,2000,7.355865,Wasting Percent,Age
36-47 months,2005,,Wasting Percent,Age
36-47 months,2010,2.4690785,Wasting Percent,Age
36-47 months,2016,2.5197024,Wasting Percent,Age
48-59 months,2000,8.5057478,Wasting Percent,Age
48-59 months,2005,,Wasting Percent,Age
48-59 months,2010,3.5006459,Wasting Percent,Age
48-59 months,2016,3.5985806,Wasting Percent,Age
0-23 months,2000,12.529551,Wasting Percent,Age
0-23 months,2005,,Wasting Percent,Age
0-23 months,2010,9.2479944,Wasting Percent,Age
0-23 months,2016,7.6322937,Wasting Percent,Age
,2018,11175378,Population,All
,2014,772.94,Gdp Capita Ppp,All
,2015,720.739,Gdp Capita Ppp,All
,2016,691.114,Gdp Capita Ppp,All
,2017,669.694,Gdp Capita Ppp,All
,2018,651.156,Gdp Capita Ppp,All
,2019,634.839,Gdp Capita Ppp,All
,2000,17.353271,Lbw,All
,2001,17.250006,Lbw,All
,2002,17.096945,Lbw,All
,2003,16.9533,Lbw,All
,2004,16.803278,Lbw,All
,2005,16.618393,Lbw,All
,2006,16.435137,Lbw,All
,2007,16.232533,Lbw,All
,2008,16.056303,Lbw,All
,2009,15.87756,Lbw,All
,2010,15.736074,Lbw,All
,2011,15.605659,Lbw,All
,2012,15.483515,Lbw,All
,2013,15.360193,Lbw,All
,2014,15.252651,Lbw,All
,2015,15.131362,Lbw,All
,2013,38.6,Gini,All
,2013,94,Gini Rank,All
,2018,86.968,Rural Percent,All
,2008,0.402942,Oda Received,All
,2009,2.386828,Oda Received,All
,2010,0.823773,Oda Received,All
,2011,1.59287,Oda Received,All
,2012,1.549916,Oda Received,All
,2013,6.702474,Oda Received,All
,2014,5.995938,Oda Received,All
,2015,11.272054,Oda Received,All
,2016,18.627705,Oda Received,All
,2017,11.754169,Oda Received,All
,2008,0.0823369226991278,Oda Received Percent,All
,2009,0.215979619378591,Oda Received Percent,All
,2010,0.139124702076041,Oda Received Percent,All
,2011,0.31172254665518,Oda Received Percent,All
,2012,0.317922771204437,Oda Received Percent,All
,2013,1.29900516982031,Oda Received Percent,All
,2014,1.25787964273759,Oda Received Percent,All
,2015,2.76943063159725,Oda Received Percent,All
,2016,2.32873829745,Oda Received Percent,All
,2017,2.5655021290786,Oda Received Percent,All
,2008,49.5861361326747,Oda Per 1000,All
,2009,284.225096776867,Oda Per 1000,All
,2010,94.9528343969675,Oda Per 1000,All
,2011,177.807301879375,Oda Per 1000,All
,2012,167.631193118572,Oda Per 1000,All
,2013,702.544126283805,Oda Per 1000,All
,2014,609.07731654175,Oda Per 1000,All
,2015,1109.4508579207,Oda Per 1000,All
,2016,1776.09730665471,Oda Per 1000,All
,2017,1085.63248774548,Oda Per 1000,All
Both,2010,8.8028154,Minimum Accept Diet,Overall
Both,2016,10.210701,Minimum Accept Diet,Overall
Boys,2010,8.1778564,Minimum Accept Diet,Gender
Boys,2016,10.769796,Minimum Accept Diet,Gender
Girls,2010,9.4172659,Minimum Accept Diet,Gender
Girls,2016,9.6382875,Minimum Accept Diet,Gender
Urban,2010,18.516947,Minimum Accept Diet,Location
Urban,2016,28.457508,Minimum Accept Diet,Location
Rural,2010,7.8637371,Minimum Accept Diet,Location
Rural,2016,8.5288868,Minimum Accept Diet,Location
Lowest,2010,5.1189895,Minimum Accept Diet,Income
Lowest,2016,3.5551116,Minimum Accept Diet,Income
Second lowest,2010,5.4794989,Minimum Accept Diet,Income
Second lowest,2016,5.1320319,Minimum Accept Diet,Income
Middle,2010,6.2009873,Minimum Accept Diet,Income
Middle,2016,10.790853,Minimum Accept Diet,Income
Second highest,2010,11.882791,Minimum Accept Diet,Income
Second highest,2016,10.667902,Minimum Accept Diet,Income
Highest,2010,16.475676,Minimum Accept Diet,Income
Highest,2016,25.26519,Minimum Accept Diet,Income
None or primary,2010,7.6130428,Minimum Accept Diet,Education
None or primary,2016,8.3947983,Minimum Accept Diet,Education
Secondary or higher,2010,25.938263,Minimum Accept Diet,Education
Secondary or higher,2016,24.280039,Minimum Accept Diet,Education
6-11 months,2010,7.3634839,Minimum Accept Diet,Age
6-11 months,2016,8.3875904,Minimum Accept Diet,Age
12-15 months,2010,7.3608332,Minimum Accept Diet,Age
12-15 months,2016,11.96502,Minimum Accept Diet,Age
16-19 months,2010,10.376247,Minimum Accept Diet,Age
16-19 months,2016,10.52699,Minimum Accept Diet,Age
20-23 months,2010,11.053761,Minimum Accept Diet,Age
20-23 months,2016,11.049705,Minimum Accept Diet,Age
12-23 months,2010,9.5434113,Minimum Accept Diet,Age
12-23 months,2016,11.204053,Minimum Accept Diet,Age
Both,2010,16.817556,Minimum Diet Diversity,Overall
Both,2016,18.486036,Minimum Diet Diversity,Overall
Boys,2010,16.248625,Minimum Diet Diversity,Gender
Boys,2016,19.03006,Minimum Diet Diversity,Gender
Girls,2010,17.376921,Minimum Diet Diversity,Gender
Girls,2016,17.929056,Minimum Diet Diversity,Gender
Urban,2010,30.046295,Minimum Diet Diversity,Location
Urban,2016,42.842899,Minimum Diet Diversity,Location
Rural,2010,15.538716,Minimum Diet Diversity,Location
Rural,2016,16.241056,Minimum Diet Diversity,Location
Lowest,2010,11.749896,Minimum Diet Diversity,Income
Lowest,2016,8.8329344,Minimum Diet Diversity,Income
Second lowest,2010,12.688277,Minimum Diet Diversity,Income
Second lowest,2016,11.634831,Minimum Diet Diversity,Income
Middle,2010,11.270504,Minimum Diet Diversity,Income
Middle,2016,18.108515,Minimum Diet Diversity,Income
Second highest,2010,22.427767,Minimum Diet Diversity,Income
Second highest,2016,21.042643,Minimum Diet Diversity,Income
Highest,2010,27.693125,Minimum Diet Diversity,Income
Highest,2016,39.017834,Minimum Diet Diversity,Income
None or primary,2010,15.013303,Minimum Diet Diversity,Education
None or primary,2016,16.148249,Minimum Diet Diversity,Education
Secondary or higher,2010,42.802925,Minimum Diet Diversity,Education
Secondary or higher,2016,36.598866,Minimum Diet Diversity,Education
6-11 months,2010,12.872274,Minimum Diet Diversity,Age
6-11 months,2016,13.425069,Minimum Diet Diversity,Age
12-15 months,2010,18.013819,Minimum Diet Diversity,Age
12-15 months,2016,22.542831,Minimum Diet Diversity,Age
16-19 months,2010,19.399355,Minimum Diet Diversity,Age
16-19 months,2016,20.937405,Minimum Diet Diversity,Age
20-23 months,2010,19.176998,Minimum Diet Diversity,Age
20-23 months,2016,20.015249,Minimum Diet Diversity,Age
12-23 months,2010,18.847569,Minimum Diet Diversity,Age
12-23 months,2016,21.243589,Minimum Diet Diversity,Age
Both,2010,31.860361,Minimum Meal,Overall
Both,2016,39.249451,Minimum Meal,Overall
Boys,2010,30.066029,Minimum Meal,Gender
Boys,2016,38.927372,Minimum Meal,Gender
Girls,2010,33.624519,Minimum Meal,Gender
Girls,2016,39.579197,Minimum Meal,Gender
Urban,2010,40.128403,Minimum Meal,Location
Urban,2016,59.209717,Minimum Meal,Location
Rural,2010,31.061077,Minimum Meal,Location
Rural,2016,37.409706,Minimum Meal,Location
Lowest,2010,28.095409,Minimum Meal,Income
Lowest,2016,34.048653,Minimum Meal,Income
Second lowest,2010,29.352343,Minimum Meal,Income
Second lowest,2016,32.143608,Minimum Meal,Income
Middle,2010,28.486351,Minimum Meal,Income
Middle,2016,40.323616,Minimum Meal,Income
Second highest,2010,34.175156,Minimum Meal,Income
Second highest,2016,36.700386,Minimum Meal,Income
Highest,2010,40.442696,Minimum Meal,Income
Highest,2016,57.968678,Minimum Meal,Income
None or primary,2010,31.010229,Minimum Meal,Education
None or primary,2016,37.032219,Minimum Meal,Education
Secondary or higher,2010,44.104172,Minimum Meal,Education
Secondary or higher,2016,56.428211,Minimum Meal,Education
6-11 months,2010,35.392456,Minimum Meal,Age
6-11 months,2016,43.095779,Minimum Meal,Age
12-15 months,2010,25.77202,Minimum Meal,Age
12-15 months,2016,37.310276,Minimum Meal,Age
16-19 months,2010,34.626396,Minimum Meal,Age
16-19 months,2016,39.269371,Minimum Meal,Age
20-23 months,2010,29.869171,Minimum Meal,Age
20-23 months,2016,34.561829,Minimum Meal,Age
12-23 months,2010,30.04295,Minimum Meal,Age
12-23 months,2016,37.153713,Minimum Meal,Age
Both,2000,95.909088,Continued Breastfeeding 1yr,Overall
Both,2010,94.328491,Continued Breastfeeding 1yr,Overall
Both,2016,95.005646,Continued Breastfeeding 1yr,Overall
Boys,2000,97.087379,Continued Breastfeeding 1yr,Gender
Boys,2010,94.056885,Continued Breastfeeding 1yr,Gender
Boys,2016,95.145393,Continued Breastfeeding 1yr,Gender
Girls,2000,94.871796,Continued Breastfeeding 1yr,Gender
Girls,2010,94.595787,Continued Breastfeeding 1yr,Gender
Girls,2016,94.873276,Continued Breastfeeding 1yr,Gender
Urban,2000,,Continued Breastfeeding 1yr,Location
Urban,2010,88.944931,Continued Breastfeeding 1yr,Location
Urban,2016,89.640587,Continued Breastfeeding 1yr,Location
Rural,2000,95.566505,Continued Breastfeeding 1yr,Location
Rural,2010,94.896729,Continued Breastfeeding 1yr,Location
Rural,2016,95.491562,Continued Breastfeeding 1yr,Location
Lowest,2000,97.368416,Continued Breastfeeding 1yr,Income
Lowest,2010,93.426338,Continued Breastfeeding 1yr,Income
Lowest,2016,96.056374,Continued Breastfeeding 1yr,Income
Second lowest,2000,95.348831,Continued Breastfeeding 1yr,Income
Second lowest,2010,99.500931,Continued Breastfeeding 1yr,Income
Second lowest,2016,95.642906,Continued Breastfeeding 1yr,Income
Middle,2000,95.744682,Continued Breastfeeding 1yr,Income
Middle,2010,90.507706,Continued Breastfeeding 1yr,Income
Middle,2016,97.161774,Continued Breastfeeding 1yr,Income
Second highest,2000,94.117645,Continued Breastfeeding 1yr,Income
Second highest,2010,98.114006,Continued Breastfeeding 1yr,Income
Second highest,2016,95.838463,Continued Breastfeeding 1yr,Income
Highest,2000,97.560974,Continued Breastfeeding 1yr,Income
Highest,2010,88.03344,Continued Breastfeeding 1yr,Income
Highest,2016,89.269669,Continued Breastfeeding 1yr,Income
None or primary,2000,94.029846,Continued Breastfeeding 1yr,Education
None or primary,2010,94.615486,Continued Breastfeeding 1yr,Education
None or primary,2016,95.8097,Continued Breastfeeding 1yr,Education
Secondary or higher,2000,,Continued Breastfeeding 1yr,Education
Secondary or higher,2010,89.863548,Continued Breastfeeding 1yr,Education
Secondary or higher,2016,89.177559,Continued Breastfeeding 1yr,Education
Both,2000,85.051552,Continued Breastfeeding 2yr,Overall
Both,2010,79.115974,Continued Breastfeeding 2yr,Overall
Both,2016,81.379242,Continued Breastfeeding 2yr,Overall
Boys,2000,84.782608,Continued Breastfeeding 2yr,Gender
Boys,2010,80.570915,Continued Breastfeeding 2yr,Gender
Boys,2016,80.279732,Continued Breastfeeding 2yr,Gender
Girls,2000,85.294113,Continued Breastfeeding 2yr,Gender
Girls,2010,77.825249,Continued Breastfeeding 2yr,Gender
Girls,2016,82.468506,Continued Breastfeeding 2yr,Gender
Urban,2000,,Continued Breastfeeding 2yr,Location
Urban,2010,55.693428,Continued Breastfeeding 2yr,Location
Urban,2016,73.565071,Continued Breastfeeding 2yr,Location
Rural,2000,87.570618,Continued Breastfeeding 2yr,Location
Rural,2010,81.462929,Continued Breastfeeding 2yr,Location
Rural,2016,82.008751,Continued Breastfeeding 2yr,Location
Lowest,2000,96.774193,Continued Breastfeeding 2yr,Income
Lowest,2010,87.214073,Continued Breastfeeding 2yr,Income
Lowest,2016,86.903801,Continued Breastfeeding 2yr,Income
Second lowest,2000,78.125,Continued Breastfeeding 2yr,Income
Second lowest,2010,80.062126,Continued Breastfeeding 2yr,Income
Second lowest,2016,88.197937,Continued Breastfeeding 2yr,Income
Middle,2000,91.489365,Continued Breastfeeding 2yr,Income
Middle,2010,78.729706,Continued Breastfeeding 2yr,Income
Middle,2016,76.621262,Continued Breastfeeding 2yr,Income
Second highest,2000,85.714287,Continued Breastfeeding 2yr,Income
Second highest,2010,81.104759,Continued Breastfeeding 2yr,Income
Second highest,2016,75.745705,Continued Breastfeeding 2yr,Income
Highest,2000,73.809525,Continued Breastfeeding 2yr,Income
Highest,2010,65.222939,Continued Breastfeeding 2yr,Income
Highest,2016,75.243889,Continued Breastfeeding 2yr,Income
None or primary,2000,85.714287,Continued Breastfeeding 2yr,Education
None or primary,2010,81.187157,Continued Breastfeeding 2yr,Education
None or primary,2016,81.905235,Continued Breastfeeding 2yr,Education
Secondary or higher,2000,,Continued Breastfeeding 2yr,Education
Secondary or higher,2010,50.321545,Continued Breastfeeding 2yr,Education
Secondary or higher,2016,76.307419,Continued Breastfeeding 2yr,Education
Both,2010,73.613617,Early Initiation,Overall
Both,2016,85.043709,Early Initiation,Overall
Boys,2010,73.847946,Early Initiation,Gender
Boys,2016,84.154419,Early Initiation,Gender
Girls,2010,73.372398,Early Initiation,Gender
Girls,2016,85.954659,Early Initiation,Gender
Urban,2010,65.388626,Early Initiation,Location
Urban,2016,77.912094,Early Initiation,Location
Rural,2010,74.369659,Early Initiation,Location
Rural,2016,85.751656,Early Initiation,Location
Lowest,2010,74.243233,Early Initiation,Income
Lowest,2016,86.359253,Early Initiation,Income
Second lowest,2010,74.347481,Early Initiation,Income
Second lowest,2016,86.427467,Early Initiation,Income
Middle,2010,73.176292,Early Initiation,Income
Middle,2016,85.273399,Early Initiation,Income
Second highest,2010,74.935081,Early Initiation,Income
Second highest,2016,85.12442,Early Initiation,Income
Highest,2010,71.012672,Early Initiation,Income
Highest,2016,81.017593,Early Initiation,Income
None or primary,2010,73.585388,Early Initiation,Education
None or primary,2016,85.989532,Early Initiation,Education
Secondary or higher,2010,74.016029,Early Initiation,Education
Secondary or higher,2016,78.109291,Early Initiation,Education
Both,2000,59.217876,Exclusive Breastfeeding,Overall
Both,2010,69.284081,Exclusive Breastfeeding,Overall
Both,2016,82.326126,Exclusive Breastfeeding,Overall
Boys,2000,61.458332,Exclusive Breastfeeding,Gender
Boys,2010,70.343102,Exclusive Breastfeeding,Gender
Boys,2016,81.826881,Exclusive Breastfeeding,Gender
Girls,2000,56.626503,Exclusive Breastfeeding,Gender
Girls,2010,68.072868,Exclusive Breastfeeding,Gender
Girls,2016,82.826294,Exclusive Breastfeeding,Gender
Urban,2000,30.769232,Exclusive Breastfeeding,Location
Urban,2010,58.852257,Exclusive Breastfeeding,Location
Urban,2016,70.822655,Exclusive Breastfeeding,Location
Rural,2000,61.445786,Exclusive Breastfeeding,Location
Rural,2010,70.117584,Exclusive Breastfeeding,Location
Rural,2016,83.723114,Exclusive Breastfeeding,Location
0-1 month,2000,77.659576,Exclusive Breastfeeding,Age
0-1 month,2010,82.342911,Exclusive Breastfeeding,Age
0-1 month,2016,94.124207,Exclusive Breastfeeding,Age
2-3 months,2000,68.939392,Exclusive Breastfeeding,Age
2-3 months,2010,77.805565,Exclusive Breastfeeding,Age
2-3 months,2016,90.566856,Exclusive Breastfeeding,Age
4-5 months,2000,36.363636,Exclusive Breastfeeding,Age
4-5 months,2010,53.409012,Exclusive Breastfeeding,Age
4-5 months,2016,63.208717,Exclusive Breastfeeding,Age
Lowest,2000,59.420288,Exclusive Breastfeeding,Income
Lowest,2010,61.355209,Exclusive Breastfeeding,Income
Lowest,2016,81.694954,Exclusive Breastfeeding,Income
Second lowest,2000,65.079369,Exclusive Breastfeeding,Income
Second lowest,2010,69.181023,Exclusive Breastfeeding,Income
Second lowest,2016,80.137062,Exclusive Breastfeeding,Income
Middle,2000,59.210526,Exclusive Breastfeeding,Income
Middle,2010,72.332886,Exclusive Breastfeeding,Income
Middle,2016,84.552643,Exclusive Breastfeeding,Income
Second highest,2000,61.42857,Exclusive Breastfeeding,Income
Second highest,2010,76.365707,Exclusive Breastfeeding,Income
Second highest,2016,87.68853,Exclusive Breastfeeding,Income
Highest,2000,52.499996,Exclusive Breastfeeding,Income
Highest,2010,64.926018,Exclusive Breastfeeding,Income
Highest,2016,77.559875,Exclusive Breastfeeding,Income
None or primary,2000,60.869564,Exclusive Breastfeeding,Education
None or primary,2010,70.080994,Exclusive Breastfeeding,Education
None or primary,2016,83.380104,Exclusive Breastfeeding,Education
Secondary or higher,2000,,Exclusive Breastfeeding,Education
Secondary or higher,2010,58.843781,Exclusive Breastfeeding,Education
Secondary or higher,2016,75.973305,Exclusive Breastfeeding,Education
Both,2010,70.989128,Solid Foods,Overall
Both,2016,85.603539,Solid Foods,Overall
Boys,2010,69.498352,Solid Foods,Gender
Boys,2016,84.428497,Solid Foods,Gender
Girls,2010,72.430733,Solid Foods,Gender
Girls,2016,86.993095,Solid Foods,Gender
Urban,2010,77.924278,Solid Foods,Location
Urban,2016,84.856697,Solid Foods,Location
Rural,2010,70.357574,Solid Foods,Location
Rural,2016,85.667534,Solid Foods,Location
Lowest,2010,75.487808,Solid Foods,Income
Lowest,2016,86.488358,Solid Foods,Income
Second lowest,2010,62.373161,Solid Foods,Income
Second lowest,2016,78.663216,Solid Foods,Income
Middle,2010,68.683311,Solid Foods,Income
Middle,2016,85.136452,Solid Foods,Income
Second highest,2010,72.852852,Solid Foods,Income
Second highest,2016,90.062393,Solid Foods,Income
Highest,2010,75.060883,Solid Foods,Income
Highest,2016,88.689461,Solid Foods,Income
None or primary,2010,71.400085,Solid Foods,Education
None or primary,2016,85.339478,Solid Foods,Education
Secondary or higher,2010,65.165672,Solid Foods,Education
Secondary or higher,2016,87.334602,Solid Foods,Education
,,,Burden Text,All
,,,Country Class,All
,,,Fbdg,All
,,,Multi Sec,All
,,,Stunting Plan,All
,,,Anaemia Plan,All
,,,Lbw Plan,All
,,,Child Overweight Plan,All
,,,Ebf Plan,All
,,,Wasting Plan,All
,,,Sodium Plan,All
,,,Overweight Adults Adoles Plan,All
,,,Salt Leg,All
,,,Sugar Tax,All
,,,Sodium Policy,All
,,,Ncd Unhealthy,All
,,,Ncd Policy,All
,,,Diabetes Policy,All
,,,Child Ad Policy,All
,,,Fatty Acids Policy,All
,,,Ebf Track,All
,,,Lbw Track,All
,,,Adult Fem Diabetes Track,All
,,,Adult Mal Diabetes Track,All
,,,Adult Fem Obesity Track,All
,,,Adult Mal Obesity Track,All
,,,Wra Anaemia Track,All
,,,Under 5 Overweight Track,All
,,,Under 5 Stunting Track,All
,,,Under 5 Wasting Track,All
,2004,0.072,Community Health Workers,All
,2000,50.6631188534789,Basic Water,All
,2001,51.2344746070724,Basic Water,All
,2002,51.8093329721341,Basic Water,All
,2003,52.3873280037004,Basic Water,All
,2004,52.9684344713518,Basic Water,All
,2005,53.5526293963016,Basic Water,All
,2006,54.1402313593146,Basic Water,All
,2007,54.7308703344975,Basic Water,All
,2008,55.32519876027,Basic Water,All
,2009,55.9221755867471,Basic Water,All
,2010,56.5231191725312,Basic Water,All
,2011,57.1276616090397,Basic Water,All
,2012,57.7354344073355,Basic Water,All
,2013,58.3474079884886,Basic Water,All
,2014,58.9625393204856,Basic Water,All
,2015,59.5814674031405,Basic Water,All
,2016,60.2041520313755,Basic Water,All
,2017,60.8305489209566,Basic Water,All
,2000,19.421871462793,Limited Water,All
,2001,19.4453394213695,Limited Water,All
,2002,19.4664402634824,Limited Water,All
,2003,19.485334515314,Limited Water,All
,2004,19.5020414260036,Limited Water,All
,2005,19.5165826867368,Limited Water,All
,2006,19.5288423332368,Limited Water,All
,2007,19.5389806083529,Limited Water,All
,2008,19.5467456111282,Limited Water,All
,2009,19.5525782267964,Limited Water,All
,2010,19.5559504816311,Limited Water,All
,2011,19.5570304003051,Limited Water,All
,2012,19.555983487899,Limited Water,All
,2013,19.5524308373172,Limited Water,All
,2014,19.5468121979576,Limited Water,All
,2015,19.5388910147751,Limited Water,All
,2016,19.5287028065525,Limited Water,All
,2017,19.5162814389481,Limited Water,All
,2000,14.5053527665275,Unimproved Water,All
,2001,14.5406379357789,Unimproved Water,All
,2002,14.5744154213718,Unimproved Water,All
,2003,14.6067760891827,Unimproved Water,All
,2004,14.6376968090288,Unimproved Water,All
,2005,14.6671485453332,Unimproved Water,All
,2006,14.6949709538119,Unimproved Water,All
,2007,14.7212682477027,Unimproved Water,All
,2008,14.7457472071508,Unimproved Water,All
,2009,14.7687646908099,Unimproved Water,All
,2010,14.7897675435626,Unimproved Water,All
,2011,14.8088441229749,Unimproved Water,All
,2012,14.8260946190602,Unimproved Water,All
,2013,14.8410689726636,Unimproved Water,All
,2014,14.8541455622256,Unimproved Water,All
,2015,14.86499550667,Unimproved Water,All
,2016,14.8735755900809,Unimproved Water,All
,2017,14.8798491512709,Unimproved Water,All
,2000,15.4096569172005,Surface Water,All
,2001,14.7795480357792,Surface Water,All
,2002,14.1498113430117,Surface Water,All
,2003,13.5205613918029,Surface Water,All
,2004,12.8918272936158,Surface Water,All
,2005,12.2636393716284,Surface Water,All
,2006,11.6359553536367,Surface Water,All
,2007,11.0088808094469,Surface Water,All
,2008,10.382308421451,Surface Water,All
,2009,9.75648149564659,Surface Water,All
,2010,9.13116280227518,Surface Water,All
,2011,8.50646386768032,Surface Water,All
,2012,7.88248748570524,Surface Water,All
,2013,7.25909220153062,Surface Water,All
,2014,6.63650291933121,Surface Water,All
,2015,6.01464607541438,Surface Water,All
,2016,5.39356957199111,Surface Water,All
,2017,4.77332048882441,Surface Water,All
,2000,,Safely Managed Water,All
,2001,,Safely Managed Water,All
,2002,,Safely Managed Water,All
,2003,,Safely Managed Water,All
,2004,,Safely Managed Water,All
,2005,,Safely Managed Water,All
,2006,,Safely Managed Water,All
,2007,,Safely Managed Water,All
,2008,,Safely Managed Water,All
,2009,,Safely Managed Water,All
,2010,,Safely Managed Water,All
,2011,,Safely Managed Water,All
,2012,,Safely Managed Water,All
,2013,,Safely Managed Water,All
,2014,,Safely Managed Water,All
,2015,,Safely Managed Water,All
,2016,,Safely Managed Water,All
,2017,,Safely Managed Water,All
,2000,45.2147438357859,Basic Sanitation,All
,2001,45.423558615303,Basic Sanitation,All
,2002,45.6343662349946,Basic Sanitation,All
,2003,45.8472939991747,Basic Sanitation,All
,2004,45.8686361300085,Basic Sanitation,All
,2005,45.8870560452894,Basic Sanitation,All
,2006,45.9023902344141,Basic Sanitation,All
,2007,45.9145299666912,Basic Sanitation,All
,2008,45.9232636546194,Basic Sanitation,All
,2009,45.9285455969249,Basic Sanitation,All
,2010,45.9300724555156,Basic Sanitation,All
,2011,45.9277130639938,Basic Sanitation,All
,2012,45.9213289130441,Basic Sanitation,All
,2013,45.9106193377862,Basic Sanitation,All
,2014,45.8955054064001,Basic Sanitation,All
,2015,45.8757101376602,Basic Sanitation,All
,2016,45.8510192551699,Basic Sanitation,All
,2017,45.8212048667364,Basic Sanitation,All
,2000,6.16875391637023,Limited Sanitation,All
,2001,6.26630589794907,Limited Sanitation,All
,2002,6.36696413023207,Limited Sanitation,All
,2003,6.47058146220651,Limited Sanitation,All
,2004,6.77100178037513,Limited Sanitation,All
,2005,7.0797031071469,Limited Sanitation,All
,2006,7.3972084511802,Limited Sanitation,All
,2007,7.72356580283814,Limited Sanitation,All
,2008,8.05959775166109,Limited Sanitation,All
,2009,8.40481813827913,Limited Sanitation,All
,2010,8.76065021359249,Limited Sanitation,All
,2011,9.12719023188718,Limited Sanitation,All
,2012,9.50450192032846,Limited Sanitation,All
,2013,9.89389546217849,Limited Sanitation,All
,2014,10.2948304781769,Limited Sanitation,All
,2015,10.7083578380161,Limited Sanitation,All
,2016,11.1349158647735,Limited Sanitation,All
,2017,11.5749536433334,Limited Sanitation,All
,2000,45.8565375459484,Unimproved Sanitation,All
,2001,45.5542380666832,Unimproved Sanitation,All
,2002,45.2472723826679,Unimproved Sanitation,All
,2003,44.935665461537,Unimproved Sanitation,All
,2004,44.6192924155656,Unimproved Sanitation,All
,2005,44.2980248011542,Unimproved Sanitation,All
,2006,43.9715292208764,Unimproved Sanitation,All
,2007,43.6398682986811,Unimproved Sanitation,All
,2008,43.3024738481482,Unimproved Sanitation,All
,2009,42.9598484231442,Unimproved Sanitation,All
,2010,42.6109496453631,Unimproved Sanitation,All
,2011,42.2558155916289,Unimproved Sanitation,All
,2012,41.8945209315449,Unimproved Sanitation,All
,2013,41.5261298317205,Unimproved Sanitation,All
,2014,41.1512246476674,Unimproved Sanitation,All
